云う 	で 

来る 	が と 
思う 	と 

褒める 	が 
思う 	は 

磨く 	が 

云う 	と の 

する 	て と 
云う 	に 

はなす 	で 
眺める 	て 
握る 	て 
敲く 	て 
撫でる 	て 
引っ繰り返す 	て 
さする 	で 

する 	と 

致す 	ね と 

上げる 	に な 
なる 	と よ と 
なる 	ほど の 

出す 	て 
行く 	て 
出す 	て 

注ぐ 	て から 
置く 	て 
取り上げる 	と と 
飲む 	て 
云う 	が 
する 	て 

飲む 	と 

飲む 	て は 

思い切る 	で と 
飲む 	と 

飲む 	て と 

する 	と 
はおる 	を 
取り上げる 	よ 
留まる 	よ 

なる 	が 
する 	が 
する 	も 
する 	て 
立つ 	も 
思う 	が 

行く 	と 
云う 	を 

行く 	さ 
過ぎる 	さ 
云う 	の 

来る 	し 
する 	に 

考え出す 	と 

く 	は 
すます 	を 

云う 	かも 

欠ける 	を 
出す 	ながら 

とぼける 	を 
する 	の に 
持つ 	は 

云う 	の 

話す 	て が 
聞く 	も 

潰す 	に 
強いる 	て 
する 	たり 
笑う 	たり 
がる 	に 

する 	て 
する 	が 
ある 	て 

する 	に 
云う 	も 

かれる 	て 
話す 	て 
する 	て 

負ける 	に 
つく 	を 

する 	て か 

吹く 	て 
切る 	ものの 

勝つ 	は 
ほのめく 	て 
進む 	て 
する 	と 

帯びる 	で も 

